time,energy,coldwater,warmwater
2014-05-30T00:00:00,0.0999999999999091,0.00300000000000011,0
2014-05-30T01:00:00,0.0999999999999091,0,0
2014-05-30T02:00:00,0.0999999999999091,0,0
2014-05-30T03:00:00,0.380000000000109,0,0
2014-05-30T04:00:00,0.299999999999727,0,0
2014-05-30T05:00:00,0.0900000000001455,0,0
2014-05-30T06:00:00,0.0900000000001455,0,0
2014-05-30T07:00:00,0.159999999999854,0.00500000000000966,0
2014-05-30T08:00:00,0.510000000000218,0.00099999999999056,0
2014-05-30T09:00:00,1.17999999999984,0.0580000000000069,0.0559999999999974
2014-05-30T10:00:00,1.36999999999989,0.00499999999999545,0
2014-05-30T11:00:00,0.640000000000327,0.00300000000000011,0
2014-05-30T12:00:00,0.919999999999618,0.0889999999999986,0.0420000000000016
2014-05-30T13:00:00,1.0300000000002,0.0150000000000006,0.00400000000000489
2014-05-30T14:00:00,1.26999999999998,0.0310000000000059,0.00900000000000034
2014-05-30T15:00:00,0.579999999999927,0.0819999999999936,0.0599999999999881
2014-05-30T16:00:00,0.610000000000127,0.0320000000000107,0.0160000000000053
2014-05-30T17:00:00,1.13000000000011,0.00999999999999091,0
2014-05-30T18:00:00,0.549999999999727,0.0160000000000053,0.00799999999999557
2014-05-30T19:00:00,0.450000000000273,0.0109999999999957,0.00200000000000955
2014-05-30T20:00:00,1.06999999999971,0.00600000000000023,0.00099999999999056
2014-05-30T21:00:00,0.630000000000109,0.034000000000006,0.0370000000000061
2014-05-30T22:00:00,1.13999999999987,0.0189999999999912,0.00100000000000477
2014-05-30T23:00:00,0.559999999999945,0.0290000000000106,0.00600000000000023
2014-05-31T00:00:00,0.400000000000091,0,0
2014-05-31T01:00:00,0.119999999999891,0,0
2014-05-31T02:00:00,0.150000000000091,0,0
2014-05-31T03:00:00,0.110000000000127,0,0
2014-05-31T04:00:00,0.0900000000001455,0,0
2014-05-31T05:00:00,0.0999999999999091,0,0
2014-05-31T06:00:00,0.320000000000164,0,0
2014-05-31T07:00:00,0.369999999999891,0.00399999999999068,0
2014-05-31T08:00:00,0.119999999999891,0.00400000000000489,0
2014-05-31T09:00:00,0.489999999999782,0.0150000000000006,0.00499999999999545
2014-05-31T10:00:00,0.7800000000002,0.0240000000000009,0.0180000000000007
2014-05-31T11:00:00,0.630000000000109,0.0499999999999972,0.0789999999999935
2014-05-31T12:00:00,0.429999999999836,0.0529999999999973,0.0439999999999969
2014-05-31T13:00:00,0.200000000000273,0,0
2014-05-31T14:00:00,0.429999999999836,0,0
2014-05-31T15:00:00,0.279999999999745,0.00200000000000955,0
2014-05-31T16:00:00,0.390000000000327,0,0
2014-05-31T17:00:00,0.409999999999854,0.00599999999998602,0.00100000000000477
2014-05-31T18:00:00,0.170000000000073,0.00500000000000966,0
2014-05-31T19:00:00,0.139999999999873,0.00499999999999545,0
2014-05-31T20:00:00,0.380000000000109,0.0130000000000052,0.00400000000000489
2014-05-31T21:00:00,1.80000000000018,0.0450000000000017,0.0570000000000022
2014-05-31T22:00:00,0.789999999999964,0.0189999999999912,0.00099999999999056
2014-05-31T23:00:00,0.379999999999654,0.00500000000000966,0.00300000000000011
2014-06-01T00:00:00,0.200000000000273,0.00399999999999068,0
2014-06-01T01:00:00,0.0899999999996908,0,0
2014-06-01T02:00:00,0.110000000000127,0,0
2014-06-01T03:00:00,0.0799999999999272,0,0
2014-06-01T04:00:00,0.220000000000255,0,0
2014-06-01T05:00:00,0.389999999999873,0,0
2014-06-01T06:00:00,0.150000000000091,0,0
2014-06-01T07:00:00,0.0799999999999272,0,0
2014-06-01T08:00:00,0.0999999999999091,0.00300000000000011,0
2014-06-01T09:00:00,0.700000000000273,0.0180000000000007,0
2014-06-01T10:00:00,2.91999999999962,0.0810000000000031,0.0170000000000101
2014-06-01T11:00:00,1.94000000000005,0.0529999999999973,0.0109999999999957
2014-06-01T12:00:00,2.99000000000024,0.0670000000000073,0.00799999999999557
2014-06-01T13:00:00,2.46000000000004,0.039999999999992,0.0430000000000064
2014-06-01T14:00:00,1.04999999999973,0,0
2014-06-01T15:00:00,0.470000000000255,0.00800000000000978,0.00199999999999534
2014-06-01T16:00:00,0.75,0.0119999999999862,0.007000000000005
2014-06-01T17:00:00,0.4699999999998,0.0150000000000006,0
2014-06-01T18:00:00,0.760000000000218,0.0300000000000011,0.0510000000000019
2014-06-01T19:00:00,0.529999999999745,0,0
2014-06-01T20:00:00,0.450000000000273,0.0100000000000051,0.00199999999999534
2014-06-01T21:00:00,0.349999999999909,0.0180000000000007,0.00100000000000477
2014-06-01T22:00:00,0.579999999999927,0,0
2014-06-01T23:00:00,0.369999999999891,0.00400000000000489,0.00300000000000011
2014-06-02T00:00:00,0.110000000000127,0,0
2014-06-02T01:00:00,0.0900000000001455,0,0
2014-06-02T02:00:00,0.0899999999996908,0,0
2014-06-02T03:00:00,0.110000000000127,0,0
2014-06-02T04:00:00,0.0900000000001455,0.0120000000000005,0
2014-06-02T05:00:00,0.380000000000109,0.0219999999999914,0
2014-06-02T06:00:00,0.429999999999836,0,0
2014-06-02T07:00:00,0.239999999999782,0,0
2014-06-02T08:00:00,0.110000000000127,0.00300000000000011,0
2014-06-02T09:00:00,0.240000000000236,0.0139999999999958,0.00499999999999545
2014-06-02T10:00:00,0.230000000000018,0.0430000000000064,0.0480000000000018
2014-06-02T11:00:00,0.119999999999891,0,0
2014-06-02T12:00:00,0.0799999999999272,0,0
2014-06-02T13:00:00,0.329999999999927,0,0
2014-06-02T14:00:00,0.360000000000127,0,0
